player,squad,pos,age,minutes,npg_per90,ast_per90,sh_per90,sot_per90,crosses_per90,interceptions_per90,tackles_won_per90,fouls_per90,fouled_per90,offsides_per90,market_value_eur,xg_p90,npxg_p90,xa_p90,kp_p90,shots_p90,xg_chain_p90,goals,assists,gk_save_pct,gk_cs_pct,team_goals_against,team_ga_per_game,team_defense_score,team_goals_for,team_gf_per_game,team_attack_score,nationality,tm_position,tm_photo,ss_rating,pass_pct,long_ball_pct,cross_acc_pct,dribble_success_pct,tackles_won_pct,aerial_won_pct,ground_duels_won_pct,total_duels_won_pct,key_passes_per90,big_chances_created_per90,clearances_per90,blocked_shots_per90,outfielder_blocks_per90,interceptions_per90_ss,recoveries_per90,aerial_won_per90,tackles_won_per90_ss,ground_duels_won_per90,errors_per90,possession_won_att_per90,successful_dribbles_per90,final_third_passes_per90,gk_saves_per90,gk_clean_sheets,gk_high_claims_per90,gk_runs_out_per90,gk_punches_per90,gk_crosses_not_claimed,ss_appearances,ss_minutes,norm_key,tm_contract_until,tm_id,tm_contract_checked_at,tm_joined_date,tm_contract_signal
Hákon Haraldsson,Lille,MF,22,2460,0.29,0.07,1.83,0.62,2.747,0.44,0.549,1.026,1.575,0.0,25000000.0,0.293,0.293,0.162,1.895,1.788,0.675,8,2,,,37,1.088235294117647,0.8297872340425533,52,1.5294117647058822,0.5111111111111112,Iceland,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/652275-1662491592.jpg?lm=1,6.95,86.72,66.67,29.33,42.55,52.0,43.33,44.9,44.69,2.0,0.182,0.327,0.545,0.0,0.4,4.618,0.473,0.473,3.2,0.036,0.873,0.727,13.127,0.0,4.0,0.0,0.0,0.0,0.0,32.0,2475.0,hakon haraldsson,,,,,
Marius Broholm,Lille,MF,20,279,0.0,0.32,1.29,0.97,4.516,0.645,1.935,1.29,2.581,0.0,5000000.0,0.324,0.07,0.189,2.677,1.338,0.258,1,1,,,37,1.088235294117647,0.8297872340425533,52,1.5294117647058822,0.5111111111111112,Norway,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/903359-1711132318.jpg?lm=1,6.58,78.63,66.67,28.57,25.0,60.0,0.0,50.0,48.84,2.5,0.0,0.625,0.312,0.0,0.625,5.0,0.0,1.875,6.562,0.312,0.938,0.938,16.25,0.0,0.0,0.0,0.0,0.0,0.0,11.0,288.0,marius broholm,2030-06-30,903359.0,2026-07-09T08:46:51,2025-07-01,
Matias Fernandez-Pardo,Lille,"FW,MF",20,2370,0.23,0.19,2.58,1.14,2.167,0.304,0.532,0.57,1.521,0.608,35000000.0,0.415,0.358,0.181,1.346,2.542,0.635,8,5,,,37,1.088235294117647,0.8297872340425533,52,1.5294117647058822,0.5111111111111112,Belgium,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/724129-1780057362.jpg?lm=1,7.01,81.8,85.0,21.82,43.9,65.0,12.12,46.6,41.84,1.362,0.189,0.113,0.984,0.038,0.265,1.967,0.151,0.492,3.632,0.0,0.643,1.362,10.593,0.0,6.0,0.0,0.0,0.0,0.0,29.0,2379.0,matias fernandez-pardo,2029-06-30,724129.0,2026-07-09T08:46:51,2024-08-30,
Maxima Goffi,Lille,DF,17,39,0.0,0.0,0.0,0.0,2.5,0.0,2.5,2.5,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.464,0,0,,,37,1.088235294117647,0.8297872340425533,52,1.5294117647058822,0.5111111111111112,France,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/1306455-1772133144.jpg?lm=1,6.7,86.36,66.67,100.0,100.0,100.0,66.67,66.67,66.67,0.0,0.0,2.368,0.0,0.0,0.0,11.842,4.737,2.368,4.737,0.0,0.0,2.368,2.368,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,maxima goffi,,,,,
Nabil Bentaleb,Lille,MF,30,1287,0.07,0.14,1.26,0.42,1.678,1.049,0.839,0.979,1.259,0.0,4500000.0,0.087,0.032,0.127,0.862,1.293,0.724,2,2,,,37,1.088235294117647,0.8297872340425533,52,1.5294117647058822,0.5111111111111112,Algeria,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/245537-1672670443.jpg?lm=1,6.97,86.83,59.3,21.74,50.0,66.67,52.0,52.56,52.43,0.839,0.35,2.657,0.35,0.42,1.049,5.315,0.909,0.839,2.867,0.0,0.42,0.35,13.497,0.0,3.0,0.0,0.0,0.0,0.0,26.0,1287.0,nabil bentaleb,2026-06-30,245537.0,2026-07-06T09:12:20,2023-08-28,
Nathan Ngoy,Lille,DF,22,2405,0.04,0.07,0.82,0.22,0.225,1.423,0.787,0.749,0.412,0.0,25000000.0,0.059,0.059,0.046,0.15,0.826,0.404,1,2,,,37,1.088235294117647,0.8297872340425533,52,1.5294117647058822,0.5111111111111112,Belgium,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/548254-1782074523.jpg?lm=1,6.86,91.44,53.76,20.0,77.78,63.64,58.0,59.3,58.82,0.149,0.112,3.694,0.261,0.485,1.343,4.328,1.082,0.784,1.903,0.187,0.075,0.261,4.44,0.0,9.0,0.0,0.0,0.0,0.0,29.0,2412.0,nathan ngoy,2029-06-30,548254.0,2026-07-09T08:46:51,2025-07-24,
Ngal'Ayel Mukau,Lille,MF,20,1534,0.06,0.0,1.17,0.29,0.294,0.824,1.059,1.588,1.353,0.235,15000000.0,0.15,0.15,0.03,0.756,1.163,0.398,1,0,,,37,1.088235294117647,0.8297872340425533,52,1.5294117647058822,0.5111111111111112,DR Congo,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/1016015-1741120243.jpg?lm=1,6.61,87.24,64.29,0.0,52.0,65.52,33.33,50.78,46.71,0.747,0.0,0.46,0.517,0.057,0.805,3.851,0.747,1.092,3.736,0.115,0.747,0.747,12.241,0.0,1.0,0.0,0.0,0.0,0.0,30.0,1566.0,ngal'ayel mukau,2028-06-30,1016015.0,2026-07-09T08:46:51,2024-07-11,
Noah Edjouma,Lille,MF,19,92,0.0,0.0,1.96,0.0,6.0,0.0,4.0,1.0,2.0,1.0,5000000.0,0.189,0.189,0.138,1.975,2.821,0.429,0,0,,,37,1.088235294117647,0.8297872340425533,52,1.5294117647058822,0.5111111111111112,France,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/1078326-1708556104.jpg?lm=1,6.55,70.33,28.57,22.22,41.67,54.55,42.86,42.19,42.25,1.726,0.0,1.233,0.986,0.0,0.74,5.425,0.74,1.479,6.658,0.0,0.74,2.466,6.411,0.0,0.0,0.0,0.0,0.0,0.0,15.0,365.0,noah edjouma,2030-06-30,1078326.0,2026-07-09T08:46:51,2026-02-02,
Olivier Giroud,Lille,FW,38,1609,0.22,0.06,2.29,0.89,0.112,0.223,0.447,1.508,1.732,0.447,900000.0,0.496,0.326,0.104,1.006,2.292,0.503,7,1,,,37,1.088235294117647,0.8297872340425533,52,1.5294117647058822,0.5111111111111112,France,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/82442-1725258600.jpg?lm=1,6.62,68.24,63.64,0.0,60.0,72.73,53.19,51.16,52.22,1.054,0.111,0.776,0.277,0.277,0.222,1.497,2.773,0.444,2.44,0.055,0.444,0.166,4.547,0.0,1.0,0.0,0.0,0.0,0.0,30.0,1623.0,olivier giroud,2027-06-30,82442.0,2026-07-09T08:46:51,2025-07-01,
Osame Sahraoui,Lille,MF,24,505,0.18,0.36,2.14,0.71,0.536,0.714,0.536,0.714,4.464,0.179,9000000.0,0.244,0.244,0.154,1.72,2.293,0.832,1,2,,,37,1.088235294117647,0.8297872340425533,52,1.5294117647058822,0.5111111111111112,Morocco,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/580657-1723713882.jpg?lm=1,6.72,80.83,80.0,0.0,46.88,50.0,33.33,51.69,51.09,1.775,0.355,0.355,0.888,0.178,0.533,3.55,0.178,0.533,8.166,0.355,0.71,2.663,21.479,0.0,0.0,0.0,0.0,0.0,0.0,18.0,507.0,osame sahraoui,2029-06-30,580657.0,2026-07-09T08:46:51,2024-08-01,
Ousmane Toure,Lille,DF,20,51,0.0,0.0,0.0,0.0,0.0,3.333,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.282,0,0,,,37,1.088235294117647,0.8297872340425533,52,1.5294117647058822,0.5111111111111112,France,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/990732-1711305319.jpg?lm=1,6.1,85.71,100.0,0.0,0.0,0.0,66.67,25.0,42.86,0.0,0.0,8.654,0.0,0.0,3.462,3.462,3.462,0.0,1.731,0.0,0.0,0.0,1.731,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,ousmane toure,2028-06-30,990732.0,2026-07-09T08:46:51,2024-07-01,
Romain Perraud,Lille,DF,27,2241,0.12,0.16,1.33,0.48,5.1,0.924,1.245,0.843,1.767,0.08,7000000.0,0.064,0.064,0.16,1.472,1.313,0.47,3,4,,,37,1.088235294117647,0.8297872340425533,52,1.5294117647058822,0.5111111111111112,France,Left-Back,https://img.a.transfermarkt.technology/portrait/medium/318523-1582538263.jpg?lm=1,6.88,85.75,30.65,23.44,41.18,65.91,35.19,58.29,52.84,1.478,0.28,1.877,0.439,0.24,0.919,3.755,0.759,1.158,4.075,0.0,0.439,0.559,13.422,0.0,5.0,0.0,0.0,0.0,0.0,30.0,2253.0,romain perraud,2028-06-30,318523.0,2026-07-09T08:46:51,2025-08-08,
Soriba Diaoune,Lille,MF,17,185,0.49,0.49,4.86,1.95,2.381,0.476,0.952,2.381,1.429,0.0,4000000.0,0.551,0.551,0.113,2.812,5.625,0.783,1,1,,,37,1.088235294117647,0.8297872340425533,52,1.5294117647058822,0.5111111111111112,France,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/1184007-1758821688.jpg?lm=1,6.62,79.37,100.0,40.0,45.45,66.67,20.0,37.93,35.29,2.228,0.0,0.891,0.891,0.446,0.446,3.119,0.446,0.891,4.901,0.0,0.891,2.228,8.02,0.0,0.0,0.0,0.0,0.0,0.0,10.0,202.0,soriba diaoune,2028-06-30,1184007.0,2026-07-09T08:46:51,2026-01-01,
Thomas Meunier,Lille,DF,33,1909,0.09,0.09,0.9,0.24,2.406,0.802,0.849,1.368,0.142,0.094,1500000.0,0.066,0.066,0.13,0.848,0.895,0.516,2,2,,,37,1.088235294117647,0.8297872340425533,52,1.5294117647058822,0.5111111111111112,Belgium,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/100986-1783005936.jpg?lm=1,6.86,82.77,54.84,20.41,60.0,58.06,58.62,43.4,46.67,0.846,0.282,2.444,0.282,0.094,0.752,4.747,0.799,0.846,2.162,0.0,0.47,0.564,12.125,0.0,9.0,0.0,0.0,0.0,0.0,25.0,1915.0,thomas meunier,,,,,
Tiago Santos,Lille,DF,23,709,0.0,0.0,1.14,0.0,4.051,0.633,1.013,1.646,2.658,0.0,10000000.0,0.067,0.067,0.092,0.756,1.134,0.443,0,0,,,37,1.088235294117647,0.8297872340425533,52,1.5294117647058822,0.5111111111111112,Portugal,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/816580-1708342212.jpg?lm=1,6.67,83.85,40.0,15.15,17.65,57.14,33.33,46.91,45.56,0.743,0.124,1.857,0.371,0.0,0.743,3.095,0.371,0.99,4.704,0.0,0.495,0.371,7.923,0.0,1.0,0.0,0.0,0.0,0.0,15.0,727.0,tiago santos,2029-06-30,816580.0,2026-07-09T08:46:51,2023-07-05,
Ugo Raghouber,Lille,MF,22,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,52.228,0,0,,,37,1.088235294117647,0.8297872340425533,52,1.5294117647058822,0.5111111111111112,France,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/707230-1678906674.jpg?lm=1,6.5,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,ugo raghouber,2027-06-30,707230.0,2026-07-09T08:46:51,2023-07-01,
Vincent Burlet,Lille,DF,19,19,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,800000.0,0.0,0.0,2.38,6.923,0.0,2.38,0,0,,,37,1.088235294117647,0.8297872340425533,52,1.5294117647058822,0.5111111111111112,Belgium,Left Midfield,https://img.a.transfermarkt.technology/portrait/medium/920939-1756762007.jpg?lm=1,6.2,92.86,0.0,100.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,vincent burlet,2027-06-30,920939.0,2026-07-09T08:46:51,2024-07-01,
Abdoulaye Faye,Lorient,DF,20,1444,0.0,0.0,0.5,0.12,0.25,1.75,1.5,1.562,0.938,0.0,4500000.0,0.036,0.036,0.003,0.125,0.499,0.208,0,0,,,51,1.5,0.5319148936170214,48,1.411764705882353,0.4222222222222224,Senegal,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/1182738-1695367426.jpg?lm=1,6.56,87.65,41.05,0.0,70.0,68.75,55.0,59.77,57.82,0.124,0.0,5.664,0.062,0.373,1.743,3.05,2.054,1.369,3.237,0.062,0.0,0.436,4.481,0.0,1.0,0.0,0.0,0.0,0.0,17.0,1446.0,abdoulaye faye,,,,,
Arsène Kouassi,Lorient,MF,20,2605,0.07,0.21,0.31,0.17,4.118,0.83,0.623,0.519,1.834,0.346,15000000.0,0.022,0.022,0.168,1.09,0.307,0.282,2,6,,,51,1.5,0.5319148936170214,48,1.411764705882353,0.4222222222222224,Burkina Faso,Left-Back,https://img.a.transfermarkt.technology/portrait/medium/1088199-1741881661.jpg?lm=1,6.92,86.84,34.78,17.36,53.62,69.23,26.67,62.16,57.21,1.103,0.276,1.792,0.034,0.103,0.792,4.031,0.276,0.62,3.962,0.034,0.379,1.275,7.236,0.0,5.0,0.0,0.0,0.0,0.0,31.0,2612.0,arsene kouassi,2029-06-30,1088199.0,2026-07-09T08:46:54,2025-07-24,
Arthur Avom,Lorient,MF,20,2119,0.08,0.04,0.89,0.25,1.915,1.191,1.319,0.979,1.617,0.0,20000000.0,0.045,0.045,0.136,1.332,0.902,0.4,2,1,,,51,1.5,0.5319148936170214,48,1.411764705882353,0.4222222222222224,Cameroon,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/1074628-1733314520.jpg?lm=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arthur avom,2027-06-30,1074628.0,2026-07-09T08:46:54,2024-07-01,
Bamba Dieng,Lorient,FW,25,1212,0.67,0.07,3.34,1.78,0.148,0.148,0.148,1.111,0.963,0.667,15000000.0,0.0,0.67,0.07,0.21,3.34,0.0,9,1,,,51,1.5,0.5319148936170214,48,1.411764705882353,0.4222222222222224,Senegal,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/822458-1750956902.png?lm=1,6.8,76.44,50.0,0.0,37.5,28.57,50.0,36.62,42.52,0.811,0.148,1.033,0.369,0.074,0.221,2.139,2.066,0.148,1.918,0.0,0.221,0.443,2.287,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1220.0,bamba dieng,,,,,
Bamo Meïté,Lorient,DF,23,1979,0.0,0.14,0.36,0.05,0.545,0.591,0.682,1.364,1.136,0.091,7000000.0,0.04,0.04,0.056,0.319,0.364,0.174,0,3,,,51,1.5,0.5319148936170214,48,1.411764705882353,0.4222222222222224,Cote d'Ivoire,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/807165-1724754649.jpg?lm=1,6.67,84.8,39.66,16.67,53.85,53.57,59.09,53.57,56.31,0.318,0.091,5.174,0.0,0.59,0.59,2.905,2.95,0.681,2.723,0.045,0.091,0.318,5.673,0.0,4.0,0.0,0.0,0.0,0.0,25.0,1983.0,bamo meite,,,,,
Bingourou Kamara,Lorient,GK,28,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50.0,33.3,51,1.5,0.5319148936170214,48,1.411764705882353,0.4222222222222224,Senegal,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/333175-1525697908.jpg?lm=1,6.2,79.1,50.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.667,0.0,0.0,0.0,5.667,0.0,0.0,0.333,0.0,0.0,0.0,1.667,2.667,1.0,0.0,0.667,0.0,0.0,3.0,270.0,bingourou kamara,2027-06-30,333175.0,2026-07-09T08:46:54,2025-07-25,
Daniel Xavier Semedo,Lorient,MF,21,11,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,51,1.5,0.5319148936170214,48,1.411764705882353,0.4222222222222224,Portugal,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/1144121-1726095535.jpeg?lm=1,6.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,daniel xavier semedo,,,,,
Darlin Yongwa,Lorient,"DF,MF",24,1312,0.0,0.07,0.69,0.14,2.603,0.753,1.644,0.959,1.507,0.068,5000000.0,0.0,0.0,0.07,0.21,0.69,0.0,0,1,,,51,1.5,0.5319148936170214,48,1.411764705882353,0.4222222222222224,Cameroon,Left-Back,https://img.a.transfermarkt.technology/portrait/medium/717118-1704299779.jpg?lm=1,6.55,82.45,42.37,27.03,46.43,68.75,40.0,52.76,49.42,1.166,0.274,2.195,0.343,0.137,0.755,4.459,1.235,1.509,4.596,0.0,0.206,0.892,7.614,0.0,3.0,0.0,0.0,0.0,0.0,23.0,1312.0,darlin yongwa,,,,,
Dermane Karim,Lorient,MF,21,1365,0.07,0.13,1.05,0.13,1.118,0.658,1.118,1.382,2.566,0.0,2500000.0,0.089,0.089,0.163,1.05,1.05,0.406,1,2,,,51,1.5,0.5319148936170214,48,1.411764705882353,0.4222222222222224,Togo,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/969447-1713870015.png?lm=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dermane karim,,,,,
Formose Mendy,Lorient,DF,24,135,0.0,0.0,0.0,0.0,0.667,2.0,0.667,1.333,2.0,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.377,0,0,,,51,1.5,0.5319148936170214,48,1.411764705882353,0.4222222222222224,Senegal,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/649023-1656082248.jpg?lm=1,6.9,86.05,55.56,0.0,0.0,66.67,60.0,60.0,60.0,0.0,0.0,10.0,0.0,0.0,2.0,4.0,2.0,1.333,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,135.0,formose mendy,2028-06-30,649023.0,2026-07-09T08:46:54,2023-07-20,
Igor Carioca,Lorient,DF,28,1213,0.07,0.0,0.59,0.07,1.556,0.963,1.407,0.667,1.333,0.074,,0.0,0.07,0.0,0.0,0.59,0.0,1,0,,,51,1.5,0.5319148936170214,48,1.411764705882353,0.4222222222222224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,igor carioca,,,,,
Jean-Victor Makengo,Lorient,MF,27,1800,0.2,0.1,1.95,0.7,0.9,0.7,0.8,0.6,1.75,0.0,6000000.0,0.166,0.166,0.093,1.27,1.906,0.323,4,2,,,51,1.5,0.5319148936170214,48,1.411764705882353,0.4222222222222224,France,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/322305-1663664657.jpg?lm=1,6.84,82.83,50.0,29.41,58.54,53.57,40.0,60.42,56.9,1.241,0.05,1.142,0.496,0.05,0.447,3.425,0.596,0.745,4.319,0.05,0.496,1.191,8.687,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1813.0,jean-victor makengo,2027-06-30,322305.0,2026-07-09T08:46:54,2023-01-30,
Joel Mvuka,Lorient,"MF,DF",22,560,0.0,0.0,1.29,0.16,1.935,0.968,2.097,0.645,1.774,0.161,1500000.0,0.114,0.114,0.166,0.656,1.311,0.302,0,0,,,51,1.5,0.5319148936170214,48,1.411764705882353,0.4222222222222224,Norway,Right Midfield,https://img.a.transfermarkt.technology/portrait/medium/700078-1709544633.jpg?lm=1,6.57,79.05,28.57,8.33,37.5,54.55,11.11,62.9,56.34,0.629,0.315,2.045,0.315,0.0,1.101,4.091,0.157,1.888,6.136,0.157,0.315,0.944,6.136,0.0,0.0,0.0,0.0,0.0,0.0,15.0,572.0,joel mvuka,2027-06-30,700078.0,2026-07-09T08:46:54,2023-01-31,
Laurent Abergel,Lorient,MF,32,2318,0.04,0.0,0.85,0.19,0.349,1.085,0.891,0.93,1.047,0.039,1800000.0,0.03,0.03,0.033,0.575,0.844,0.296,1,0,,,51,1.5,0.5319148936170214,48,1.411764705882353,0.4222222222222224,France,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/238626-1704576934.jpg?lm=1,6.93,88.12,62.07,37.5,37.5,60.0,60.71,47.97,50.0,0.62,0.077,1.743,0.349,0.155,1.046,4.957,0.658,0.813,2.75,0.155,0.387,0.349,10.34,0.0,6.0,0.0,0.0,0.0,0.0,28.0,2324.0,laurent abergel,,,,,
Martin Nogoto Bley,Lorient,MF,19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,51,1.5,0.5319148936170214,48,1.411764705882353,0.4222222222222224,Burkina Faso,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,martin nogoto bley,,,,,
Mohamed Bamba,Lorient,FW,23,682,0.13,0.26,1.72,0.79,0.395,0.263,0.263,2.237,1.053,1.579,2000000.0,0.39,0.287,0.221,0.813,1.762,0.499,1,2,,,51,1.5,0.5319148936170214,48,1.411764705882353,0.4222222222222224,Cote d'Ivoire,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/619461-1706309019.jpg?lm=1,6.49,75.19,80.0,33.33,66.67,50.0,37.21,40.54,38.75,0.788,0.263,0.788,0.263,0.0,0.263,2.496,2.102,0.263,1.971,0.0,0.394,0.526,3.547,0.0,0.0,0.0,0.0,0.0,0.0,18.0,685.0,mohamed bamba,2028-06-30,619461.0,2026-07-09T08:46:54,2024-01-26,
Montassar Talbi,Lorient,DF,27,2610,0.0,0.03,0.48,0.07,0.172,0.931,0.655,0.241,0.448,0.0,8000000.0,0.03,0.03,0.03,0.241,0.483,0.218,0,1,,,51,1.5,0.5319148936170214,48,1.411764705882353,0.4222222222222224,Tunisia,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/496706-1781507422.jpg?lm=1,6.9,89.2,47.62,0.0,50.0,77.27,62.1,56.06,60.0,0.241,0.034,6.414,0.172,0.828,0.897,3.069,2.655,0.586,1.276,0.069,0.034,0.103,4.103,0.0,6.0,0.0,0.0,0.0,0.0,29.0,2610.0,montassar talbi,2027-06-30,496706.0,2026-07-09T08:46:54,2022-07-18,
Nathaniel Adjei,Lorient,DF,22,835,0.0,0.0,0.43,0.22,0.108,0.968,0.753,0.86,0.645,0.108,1500000.0,0.059,0.059,0.008,0.108,0.434,0.138,0,0,,,51,1.5,0.5319148936170214,48,1.411764705882353,0.4222222222222224,Ghana,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/646829-1706408527.jpg?lm=1,6.58,91.52,62.86,0.0,50.0,63.64,42.86,58.06,50.85,0.107,0.0,5.357,0.0,0.214,0.857,2.357,1.286,0.75,1.929,0.107,0.0,0.107,3.643,0.0,2.0,0.0,0.0,0.0,0.0,15.0,840.0,nathaniel adjei,2028-06-30,646829.0,2026-07-09T08:46:54,2024-07-01,
Noah Cadiou,Lorient,MF,26,1879,0.14,0.05,0.91,0.43,0.144,1.148,0.766,1.292,0.622,0.0,3000000.0,0.113,0.113,0.034,0.486,0.924,0.328,3,1,,,51,1.5,0.5319148936170214,48,1.411764705882353,0.4222222222222224,Guadeloupe,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/691958-1669326988.jpg?lm=1,6.9,87.71,55.96,0.0,50.0,62.5,51.43,42.37,44.44,0.526,0.0,1.962,0.144,0.622,1.1,5.359,0.861,0.718,2.392,0.048,0.383,0.622,9.665,0.0,4.0,0.0,0.0,0.0,0.0,28.0,1881.0,noah cadiou,2029-06-30,691958.0,2026-07-09T08:46:54,2025-07-04,
Pablo Pagis,Lorient,"MF,FW",22,1756,0.41,0.26,3.02,0.97,5.077,0.923,0.872,1.179,1.487,0.103,15000000.0,0.39,0.313,0.238,2.151,2.952,0.509,10,5,,,51,1.5,0.5319148936170214,48,1.411764705882353,0.4222222222222224,France,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/810411-1678723431.jpg?lm=1,7.08,77.83,62.32,32.67,47.92,59.26,25.81,46.71,43.43,2.288,0.407,0.915,0.661,0.102,0.814,4.119,0.407,0.814,3.966,0.0,0.661,1.169,8.847,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1770.0,pablo pagis,2027-06-30,810411.0,2026-07-09T08:46:54,2022-07-01,
Panos Katseris,Lorient,"MF,DF",24,747,0.12,0.24,0.84,0.48,5.181,1.325,1.084,1.566,1.687,0.241,2000000.0,0.108,0.108,0.293,1.236,0.865,0.499,1,2,,,51,1.5,0.5319148936170214,48,1.411764705882353,0.4222222222222224,Greece,Right Midfield,https://img.a.transfermarkt.technology/portrait/medium/816308-1606484515.jpg?lm=1,6.81,79.76,40.0,24.39,40.0,75.0,38.89,43.21,42.42,1.202,0.601,2.163,0.24,0.12,1.322,4.686,0.841,1.081,4.206,0.0,0.721,1.202,6.729,0.0,1.0,0.0,0.0,0.0,0.0,16.0,749.0,panos katseris,2028-06-30,816308.0,2026-07-09T08:46:54,2024-01-23,
Sambou Soumano,Lorient,FW,24,941,0.38,0.19,2.68,0.96,0.0,0.381,0.381,1.524,1.714,0.952,3500000.0,0.688,0.611,0.183,1.01,2.828,0.588,4,2,,,51,1.5,0.5319148936170214,48,1.411764705882353,0.4222222222222224,Senegal,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/704270-1645697334.jpg?lm=1,6.56,73.89,28.57,0.0,35.71,80.0,37.33,37.84,37.58,0.971,0.194,1.262,0.874,0.0,0.388,2.621,2.718,0.388,2.718,0.0,0.291,0.485,4.175,0.0,0.0,0.0,0.0,0.0,0.0,31.0,927.0,sambou soumano,,,,,
Souleymane Touré,Lorient,DF,22,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,51,1.5,0.5319148936170214,48,1.411764705882353,0.4222222222222224,France,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/708678-1645641626.jpg?lm=1,6.8,78.95,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.214,0.0,0.0,0.0,6.429,0.0,0.0,0.0,0.0,0.0,0.0,9.643,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,souleymane toure,,,,,
